product_id,order_month,total_quantity_sold,total_sales_value,product_name,category,brand
P001,2019-01,513,16087680.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-02,429,13453440.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-03,642,20133120.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-04,549,17216640.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-05,748,23457280.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-06,732,22955520.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-07,860,26969600.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-08,622,19505920.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-09,580,18188800.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-10,654,20509440.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-11,587,18408320.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2019-12,586,18376960.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-01,777,24366720.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-02,450,14112000.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-03,608,19066880.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-04,663,20791680.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-05,745,23363200.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-06,525,16464000.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-07,811,25432960.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-08,825,25872000.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-09,545,17091200.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-10,467,14645120.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-11,616,19317760.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2020-12,558,17498880.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-01,541,16965760.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-02,538,16871680.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-03,534,16746240.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-04,712,22328320.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-05,632,19819520.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-06,497,15585920.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-07,574,18000640.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-08,727,22798720.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-09,628,19694080.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-10,732,22955520.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-11,643,20164480.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2021-12,743,23300480.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-01,606,19004160.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-02,595,18659200.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-03,688,21575680.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-04,637,19976320.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-05,803,25182080.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-06,634,19882240.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-07,635,19913600.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-08,662,20760320.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-09,576,18063360.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-10,680,21324800.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-11,492,15429120.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2022-12,710,22265600.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-01,631,19788160.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-02,631,19788160.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-03,791,24805760.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-04,626,19631360.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-05,453,14206080.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-06,638,20007680.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-07,640,20070400.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-08,570,17875200.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-09,697,21857920.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-10,652,20446720.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-11,647,20289920.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2023-12,639,20039040.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-01,600,18816000.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-02,636,19944960.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-03,489,15335040.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-04,544,17059840.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-05,592,18565120.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-06,682,21387520.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-07,534,16746240.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-08,612,19192320.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-09,733,22986880.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-10,712,22328320.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-11,611,19160960.0,Hydraulic Pump HP-300,Hydraulic,CAT
P001,2024-12,718,22516480.0,Hydraulic Pump HP-300,Hydraulic,CAT
P002,2019-01,513,435844.8,Engine Oil Filter OF-90,Filters,JCB
P002,2019-02,487,413755.2,Engine Oil Filter OF-90,Filters,JCB
P002,2019-03,666,565833.6,Engine Oil Filter OF-90,Filters,JCB
P002,2019-04,657,558187.2,Engine Oil Filter OF-90,Filters,JCB
P002,2019-05,672,570931.2,Engine Oil Filter OF-90,Filters,JCB
P002,2019-06,597,507211.2,Engine Oil Filter OF-90,Filters,JCB
P002,2019-07,662,562435.2,Engine Oil Filter OF-90,Filters,JCB
P002,2019-08,761,646545.6,Engine Oil Filter OF-90,Filters,JCB
P002,2019-09,523,444340.8,Engine Oil Filter OF-90,Filters,JCB
P002,2019-10,590,501264.0,Engine Oil Filter OF-90,Filters,JCB
P002,2019-11,773,656740.8,Engine Oil Filter OF-90,Filters,JCB
P002,2019-12,698,593020.8,Engine Oil Filter OF-90,Filters,JCB
P002,2020-01,678,576028.8,Engine Oil Filter OF-90,Filters,JCB
P002,2020-02,560,475776.0,Engine Oil Filter OF-90,Filters,JCB
P002,2020-03,615,522504.0,Engine Oil Filter OF-90,Filters,JCB
P002,2020-04,594,504662.4,Engine Oil Filter OF-90,Filters,JCB
P002,2020-05,631,536097.6,Engine Oil Filter OF-90,Filters,JCB
P002,2020-06,585,497016.0,Engine Oil Filter OF-90,Filters,JCB
P002,2020-07,730,620208.0,Engine Oil Filter OF-90,Filters,JCB
P002,2020-08,771,655041.6,Engine Oil Filter OF-90,Filters,JCB
P002,2020-09,587,498715.2,Engine Oil Filter OF-90,Filters,JCB
P002,2020-10,506,429897.6,Engine Oil Filter OF-90,Filters,JCB
P002,2020-11,762,647395.2,Engine Oil Filter OF-90,Filters,JCB
P002,2020-12,483,410356.8,Engine Oil Filter OF-90,Filters,JCB
P002,2021-01,811,689025.6,Engine Oil Filter OF-90,Filters,JCB
P002,2021-02,747,634651.2,Engine Oil Filter OF-90,Filters,JCB
P002,2021-03,706,599817.6,Engine Oil Filter OF-90,Filters,JCB
P002,2021-04,637,541195.2,Engine Oil Filter OF-90,Filters,JCB
P002,2021-05,559,474926.4,Engine Oil Filter OF-90,Filters,JCB
P002,2021-06,498,423100.8,Engine Oil Filter OF-90,Filters,JCB
P002,2021-07,578,491068.8,Engine Oil Filter OF-90,Filters,JCB
P002,2021-08,547,464731.2,Engine Oil Filter OF-90,Filters,JCB
P002,2021-09,596,506361.6,Engine Oil Filter OF-90,Filters,JCB
P002,2021-10,892,757843.2,Engine Oil Filter OF-90,Filters,JCB
P002,2021-11,728,618508.8,Engine Oil Filter OF-90,Filters,JCB
P002,2021-12,736,625305.6,Engine Oil Filter OF-90,Filters,JCB
P002,2022-01,736,625305.6,Engine Oil Filter OF-90,Filters,JCB
P002,2022-02,502,426499.2,Engine Oil Filter OF-90,Filters,JCB
P002,2022-03,666,565833.6,Engine Oil Filter OF-90,Filters,JCB
P002,2022-04,582,494467.2,Engine Oil Filter OF-90,Filters,JCB
P002,2022-05,606,514857.6,Engine Oil Filter OF-90,Filters,JCB
P002,2022-06,572,485971.2,Engine Oil Filter OF-90,Filters,JCB
P002,2022-07,488,414604.8,Engine Oil Filter OF-90,Filters,JCB
P002,2022-08,715,607464.0,Engine Oil Filter OF-90,Filters,JCB
P002,2022-09,551,468129.6,Engine Oil Filter OF-90,Filters,JCB
P002,2022-10,525,446040.0,Engine Oil Filter OF-90,Filters,JCB
P002,2022-11,476,404409.6,Engine Oil Filter OF-90,Filters,JCB
P002,2022-12,606,514857.6,Engine Oil Filter OF-90,Filters,JCB
P002,2023-01,462,392515.2,Engine Oil Filter OF-90,Filters,JCB
P002,2023-02,544,462182.4,Engine Oil Filter OF-90,Filters,JCB
P002,2023-03,514,436694.4,Engine Oil Filter OF-90,Filters,JCB
P002,2023-04,700,594720.0,Engine Oil Filter OF-90,Filters,JCB
P002,2023-05,537,456235.2,Engine Oil Filter OF-90,Filters,JCB
P002,2023-06,607,515707.2,Engine Oil Filter OF-90,Filters,JCB
P002,2023-07,569,483422.4,Engine Oil Filter OF-90,Filters,JCB
P002,2023-08,689,585374.4,Engine Oil Filter OF-90,Filters,JCB
P002,2023-09,820,696672.0,Engine Oil Filter OF-90,Filters,JCB
P002,2023-10,471,400161.6,Engine Oil Filter OF-90,Filters,JCB
P002,2023-11,574,487670.4,Engine Oil Filter OF-90,Filters,JCB
P002,2023-12,572,485971.2,Engine Oil Filter OF-90,Filters,JCB
P002,2024-01,729,619358.4,Engine Oil Filter OF-90,Filters,JCB
P002,2024-02,691,587073.6,Engine Oil Filter OF-90,Filters,JCB
P002,2024-03,675,573480.0,Engine Oil Filter OF-90,Filters,JCB
P002,2024-04,761,646545.6,Engine Oil Filter OF-90,Filters,JCB
P002,2024-05,562,477475.2,Engine Oil Filter OF-90,Filters,JCB
P002,2024-06,679,576878.4,Engine Oil Filter OF-90,Filters,JCB
P002,2024-07,631,536097.6,Engine Oil Filter OF-90,Filters,JCB
P002,2024-08,778,660988.8,Engine Oil Filter OF-90,Filters,JCB
P002,2024-09,584,496166.4,Engine Oil Filter OF-90,Filters,JCB
P002,2024-10,607,515707.2,Engine Oil Filter OF-90,Filters,JCB
P002,2024-11,715,607464.0,Engine Oil Filter OF-90,Filters,JCB
P002,2024-12,710,603216.0,Engine Oil Filter OF-90,Filters,JCB
P003,2019-01,537,792075.0,Air Filter AF-120,Filters,Komatsu
P003,2019-02,656,967600.0,Air Filter AF-120,Filters,Komatsu
P003,2019-03,601,886475.0,Air Filter AF-120,Filters,Komatsu
P003,2019-04,646,952850.0,Air Filter AF-120,Filters,Komatsu
P003,2019-05,852,1256700.0,Air Filter AF-120,Filters,Komatsu
P003,2019-06,542,799450.0,Air Filter AF-120,Filters,Komatsu
P003,2019-07,692,1020700.0,Air Filter AF-120,Filters,Komatsu
P003,2019-08,578,852550.0,Air Filter AF-120,Filters,Komatsu
P003,2019-09,584,861400.0,Air Filter AF-120,Filters,Komatsu
P003,2019-10,561,827475.0,Air Filter AF-120,Filters,Komatsu
P003,2019-11,669,986775.0,Air Filter AF-120,Filters,Komatsu
P003,2019-12,561,827475.0,Air Filter AF-120,Filters,Komatsu
P003,2020-01,476,702100.0,Air Filter AF-120,Filters,Komatsu
P003,2020-02,679,1001525.0,Air Filter AF-120,Filters,Komatsu
P003,2020-03,594,876150.0,Air Filter AF-120,Filters,Komatsu
P003,2020-04,505,744875.0,Air Filter AF-120,Filters,Komatsu
P003,2020-05,833,1228675.0,Air Filter AF-120,Filters,Komatsu
P003,2020-06,522,769950.0,Air Filter AF-120,Filters,Komatsu
P003,2020-07,841,1240475.0,Air Filter AF-120,Filters,Komatsu
P003,2020-08,973,1435175.0,Air Filter AF-120,Filters,Komatsu
P003,2020-09,639,942525.0,Air Filter AF-120,Filters,Komatsu
P003,2020-10,611,901225.0,Air Filter AF-120,Filters,Komatsu
P003,2020-11,702,1035450.0,Air Filter AF-120,Filters,Komatsu
P003,2020-12,512,755200.0,Air Filter AF-120,Filters,Komatsu
P003,2021-01,527,777325.0,Air Filter AF-120,Filters,Komatsu
P003,2021-02,627,924825.0,Air Filter AF-120,Filters,Komatsu
P003,2021-03,573,845175.0,Air Filter AF-120,Filters,Komatsu
P003,2021-04,566,834850.0,Air Filter AF-120,Filters,Komatsu
P003,2021-05,530,781750.0,Air Filter AF-120,Filters,Komatsu
P003,2021-06,609,898275.0,Air Filter AF-120,Filters,Komatsu
P003,2021-07,424,625400.0,Air Filter AF-120,Filters,Komatsu
P003,2021-08,747,1101825.0,Air Filter AF-120,Filters,Komatsu
P003,2021-09,623,918925.0,Air Filter AF-120,Filters,Komatsu
P003,2021-10,888,1309800.0,Air Filter AF-120,Filters,Komatsu
P003,2021-11,749,1104775.0,Air Filter AF-120,Filters,Komatsu
P003,2021-12,697,1028075.0,Air Filter AF-120,Filters,Komatsu
P003,2022-01,628,926300.0,Air Filter AF-120,Filters,Komatsu
P003,2022-02,579,854025.0,Air Filter AF-120,Filters,Komatsu
P003,2022-03,513,756675.0,Air Filter AF-120,Filters,Komatsu
P003,2022-04,660,973500.0,Air Filter AF-120,Filters,Komatsu
P003,2022-05,703,1036925.0,Air Filter AF-120,Filters,Komatsu
P003,2022-06,611,901225.0,Air Filter AF-120,Filters,Komatsu
P003,2022-07,650,958750.0,Air Filter AF-120,Filters,Komatsu
P003,2022-08,676,997100.0,Air Filter AF-120,Filters,Komatsu
P003,2022-09,638,941050.0,Air Filter AF-120,Filters,Komatsu
P003,2022-10,586,864350.0,Air Filter AF-120,Filters,Komatsu
P003,2022-11,623,918925.0,Air Filter AF-120,Filters,Komatsu
P003,2022-12,546,805350.0,Air Filter AF-120,Filters,Komatsu
P003,2023-01,613,904175.0,Air Filter AF-120,Filters,Komatsu
P003,2023-02,593,874675.0,Air Filter AF-120,Filters,Komatsu
P003,2023-03,697,1028075.0,Air Filter AF-120,Filters,Komatsu
P003,2023-04,674,994150.0,Air Filter AF-120,Filters,Komatsu
P003,2023-05,658,970550.0,Air Filter AF-120,Filters,Komatsu
P003,2023-06,577,851075.0,Air Filter AF-120,Filters,Komatsu
P003,2023-07,638,941050.0,Air Filter AF-120,Filters,Komatsu
P003,2023-08,759,1119525.0,Air Filter AF-120,Filters,Komatsu
P003,2023-09,619,913025.0,Air Filter AF-120,Filters,Komatsu
P003,2023-10,742,1094450.0,Air Filter AF-120,Filters,Komatsu
P003,2023-11,668,985300.0,Air Filter AF-120,Filters,Komatsu
P003,2023-12,620,914500.0,Air Filter AF-120,Filters,Komatsu
P003,2024-01,732,1079700.0,Air Filter AF-120,Filters,Komatsu
P003,2024-02,696,1026600.0,Air Filter AF-120,Filters,Komatsu
P003,2024-03,682,1005950.0,Air Filter AF-120,Filters,Komatsu
P003,2024-04,466,687350.0,Air Filter AF-120,Filters,Komatsu
P003,2024-05,582,858450.0,Air Filter AF-120,Filters,Komatsu
P003,2024-06,575,848125.0,Air Filter AF-120,Filters,Komatsu
P003,2024-07,567,836325.0,Air Filter AF-120,Filters,Komatsu
P003,2024-08,469,691775.0,Air Filter AF-120,Filters,Komatsu
P003,2024-09,805,1187375.0,Air Filter AF-120,Filters,Komatsu
P003,2024-10,701,1033975.0,Air Filter AF-120,Filters,Komatsu
P003,2024-11,653,963175.0,Air Filter AF-120,Filters,Komatsu
P003,2024-12,559,824525.0,Air Filter AF-120,Filters,Komatsu
P004,2019-01,865,44066560.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-02,517,26338048.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-03,626,31890944.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-04,770,39226880.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-05,577,29394688.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-06,673,34285312.0,Track Chain TC-45,Undercarriage,Volvo
